"","ds","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","type","solID"
"605",2016-06-27,105080.604867916,80327.6401228967,0.00544538388669857,21622.9566779309,14366.7344617905,3783.92360640555,"adstockedMedia","2_233_2"
"606",2016-07-04,146145.788067022,27384.2226803203,38763.0006783491,6088.66349712881,16038.1925850248,4596.4924744011,"adstockedMedia","2_233_2"
"607",2016-07-11,97687.059951335,9335.46224759088,4828.83258662415,1714.46596011107,17580.0285030567,9025.01757085873,"adstockedMedia","2_233_2"
"608",2016-07-18,79549.2799867913,602513.520694255,36456.5433207333,107067.213687457,14295.3549172627,7420.08228849319,"adstockedMedia","2_233_2"
"609",2016-07-25,53172.488827331,205400.835793908,4541.50972066411,30148.3393519192,17523.5944974071,14643.4319460542,"adstockedMedia","2_233_2"
"610",2016-08-01,246893.561326942,377929.500567659,565.750580394623,161550.211357466,20683.8133956049,13580.4940130434,"adstockedMedia","2_233_2"
"611",2016-08-08,165029.088049277,128838.661078219,6128.81071616497,45489.8416297328,23230.1211392634,18775.2275628341,"adstockedMedia","2_233_2"
"612",2016-08-15,325039.173092074,43921.9498967279,763.485808259391,43165.5104726034,4750.87570262686,21631.9640671042,"adstockedMedia","2_233_2"
"613",2016-08-22,217263.33415655,14973.2826046639,104943.109900829,31409.8684390667,971.618693096748,21971.3159392833,"adstockedMedia","2_233_2"
"614",2016-08-29,325157.29234359,304440.490863595,13073.1032160223,8844.49440763825,23298.7092367525,5062.97371899326,"adstockedMedia","2_233_2"
"615",2016-09-05,376806.087662887,268429.772642639,24738.8921578076,4374.36925153955,28564.9029013615,3787.4309012279,"adstockedMedia","2_233_2"
"616",2016-09-12,251865.478727802,391726.481130375,3081.80395010869,1231.74932926704,30841.9111260079,11696.9091061284,"adstockedMedia","2_233_2"
"617",2016-09-19,168352.427022195,194844.14281212,191908.576969777,136475.383020243,31807.5902752599,16669.4764175624,"adstockedMedia","2_233_2"
"618",2016-09-26,112530.46597503,370877.654255994,23906.6732169145,38429.1887196039,28805.0847945184,4866.16793711606,"adstockedMedia","2_233_2"
"619",2016-10-03,1159242.63912796,354940.640128387,76576.798406919,105236.048560292,31191.0315896322,14645.0523325584,"adstockedMedia","2_233_2"
"620",2016-10-10,774863.28333119,121001.606827992,89967.75321971,138057.714702437,36278.9901581094,25837.6864988372,"adstockedMedia","2_233_2"
"621",2016-10-17,1128355.7655708,97117.2463782675,11207.5745140997,198607.265702241,35319.5468815995,29619.2600710812,"adstockedMedia","2_233_2"
"622",2016-10-24,754217.817534366,331068.910264177,71603.4972030961,231902.177381715,37823.3276831247,21246.4733848067,"adstockedMedia","2_233_2"
"623",2016-10-31,1209096.68203196,112863.576563866,8919.87964192062,257522.637781061,44435.3849084555,16512.8696357049,"adstockedMedia","2_233_2"
"624",2016-11-07,808186.822397164,305854.938150227,87689.8449740708,281162.413737114,40287.6405350139,31387.5646096689,"adstockedMedia","2_233_2"
"625",2016-11-14,932642.752200357,104267.967058004,10923.8081035177,239131.101791522,8239.37040132162,23130.1842155146,"adstockedMedia","2_233_2"
"626",2016-11-21,675576.833711267,307454.638138656,56058.8141685935,267798.140294031,1685.06330250773,22149.289585624,"adstockedMedia","2_233_2"
"627",2016-11-28,451570.418342953,104813.31534208,38055.4281115396,217363.875225374,71844.6183622237,30572.1152173408,"adstockedMedia","2_233_2"
"628",2016-12-05,408747.602169633,484007.550967996,4740.68797944157,110900.073225305,77693.2015418845,54904.6630952737,"adstockedMedia","2_233_2"
"629",2016-12-12,273215.88973743,165001.368574826,590.56286142809,122138.445787086,70989.3163428563,26128.1276743207,"adstockedMedia","2_233_2"
"630",2016-12-19,182623.511450073,684225.055556191,73.5683290717681,64748.4773716246,66218.2806468164,7556.76159283894,"adstockedMedia","2_233_2"
"631",2016-12-26,929977.172770481,233256.837324472,9.16464511385635,235028.530114726,71542.5389608907,1456.66808745142,"adstockedMedia","2_233_2"
"632",2017-01-02,929524.80177759,930198.795339039,209987.141669535,194616.436841939,69931.422196032,46680.0376749418,"adstockedMedia","2_233_2"
"633",2017-01-09,621314.82705378,317110.908643128,26158.778596113,218990.04722701,67401.9269064304,27316.1240094082,"adstockedMedia","2_233_2"
"634",2017-01-16,459650.199328942,108105.201688439,14776.0171374937,241295.515559474,64084.6107185709,38595.8837368838,"adstockedMedia","2_233_2"
"635",2017-01-23,307240.30553585,36853.7767499201,82698.0296624464,263018.629627897,65606.1744426535,18582.8069588986,"adstockedMedia","2_233_2"
"636",2017-01-30,507203.379506884,12563.6957289743,10301.9614966671,202480.970781709,67617.3549174951,29622.4525677879,"adstockedMedia","2_233_2"
"637",2017-02-06,339025.89733675,4283.04679439915,1283.34872199506,57015.2599399172,55728.6686766546,7603.85262165015,"adstockedMedia","2_233_2"
"638",2017-02-13,226612.368349625,240942.11892032,159.870908348784,263868.201663452,11397.2706542699,20304.9158792723,"adstockedMedia","2_233_2"
"639",2017-02-20,151472.692476993,82138.7585579218,80202.5823037014,74300.8789894602,2330.89685167909,21813.6758186983,"adstockedMedia","2_233_2"
"640",2017-02-27,101247.680050857,28001.644908202,9991.09553393875,437940.463717602,34276.7001063656,29147.247641187,"adstockedMedia","2_233_2"
"641",2017-03-06,67676.1767949538,9545.94556006246,106452.956475145,123316.720977133,42010.0513348732,15734.403004659,"adstockedMedia","2_233_2"
"642",2017-03-13,122942.845445637,3254.27584466599,13261.1896956878,34723.9292379202,40191.6268346797,27861.0905196436,"adstockedMedia","2_233_2"
"643",2017-03-20,82177.7026384633,1109.40411366721,150555.656033313,9777.67858378006,36519.734293817,26005.620335883,"adstockedMedia","2_233_2"
"644",2017-03-27,54929.3843530069,46271.2031844163,18755.2058723954,81229.2841634158,43468.782331472,29493.2089399806,"adstockedMedia","2_233_2"
"645",2017-04-03,36716.0089480056,15774.1585555085,2336.39676239132,22872.8098913724,43089.9571622257,4748.49976464074,"adstockedMedia","2_233_2"
"646",2017-04-10,24541.7881330438,943555.514761019,291.052514616597,6440.60128948527,36312.4822630926,1690.07452446666,"adstockedMedia","2_233_2"
"647",2017-04-17,72422.1711074654,321664.302448429,36.2573547559369,1813.56576507752,34026.3964725612,12166.7640372651,"adstockedMedia","2_233_2"
"648",2017-04-24,48408.5724559942,664947.483689066,4.51669615577647,510.669832897552,31458.8608376308,19342.2905083249,"adstockedMedia","2_233_2"
"649",2017-05-01,307029.254818181,226684.985842995,0.562659474220619,143.796096757741,25933.7648818029,8349.67165659844,"adstockedMedia","2_233_2"
"650",2017-05-08,205225.108564078,651677.407794783,0.070092313720359,40.4905794521641,25403.8076175311,10046.8579135709,"adstockedMedia","2_233_2"
"651",2017-05-15,137176.977516618,222161.129388133,0.00873162661924157,11.4014709810526,5195.4241495687,20595.1206000498,"adstockedMedia","2_233_2"
"652",2017-05-22,91692.1096656129,152623.195271869,0.00108772701842917,119359.254044945,1062.53489635523,21848.1492519897,"adstockedMedia","2_233_2"
"653",2017-05-29,61289.0233269083,52030.2545812688,53810.333468835,33609.5726395139,16517.3028367792,8373.34274205132,"adstockedMedia","2_233_2"
"654",2017-06-05,109407.931550219,97400.4571864348,6703.32758569321,102225.490127773,23478.0130654399,2982.66980299541,"adstockedMedia","2_233_2"
"655",2017-06-12,73130.6684226603,33204.458697873,835.055236131181,28784.9908542957,21501.5729728602,5148.31149503132,"adstockedMedia","2_233_2"
"656",2017-06-19,320829.747648411,11319.6191195323,104.025536343826,9043.48798931248,28197.3640943423,5791.56817991034,"adstockedMedia","2_233_2"
"657",2017-06-26,214449.661582646,301293.932867335,34958.6254647718,2546.49519154097,25766.7444414447,1735.98067366996,"adstockedMedia","2_233_2"
"658",2017-07-03,177548.571694396,102713.090254431,76152.9092400931,200220.465464309,33669.6496659998,11183.2172310243,"adstockedMedia","2_233_2"
"659",2017-07-10,118677.371389111,35015.5703741313,9486.61463946434,56378.7393929762,34785.9012639324,8141.45493403424,"adstockedMedia","2_233_2"
"660",2017-07-17,153305.065938653,214777.039043306,188363.111655602,15875.3114881142,36014.1898967314,3328.12383868667,"adstockedMedia","2_233_2"
"661",2017-07-24,102472.478784846,73218.9101383206,23465.0031154202,4470.22259735112,36365.3916268642,15509.3479972038,"adstockedMedia","2_233_2"
"662",2017-07-31,153881.759214324,410160.80971096,13816.4447980313,1258.7400306967,41437.2171570198,11886.3562240552,"adstockedMedia","2_233_2"
"663",2017-08-07,102857.953257557,336450.52709181,72725.4926271052,354.440171685678,48674.4744547639,10341.9808501733,"adstockedMedia","2_233_2"
"664",2017-08-14,324105.418832323,114698.205259077,9059.65024715461,99.8044331958197,9954.5919988518,20630.1782684449,"adstockedMedia","2_233_2"
"665",2017-08-21,216639.192266739,39101.3751809741,86239.9233178882,40308.446333098,2035.84944621638,21852.3137541713,"adstockedMedia","2_233_2"
"666",2017-08-28,1028974.80217332,13329.9168682703,10743.1866650609,38317.9949097756,52916.3588993037,36307.8374434737,"adstockedMedia","2_233_2"
"667",2017-09-04,687789.395218294,4544.25663784466,1338.31357079143,10789.7074560778,59522.1150573886,24313.0098253021,"adstockedMedia","2_233_2"
"668",2017-09-11,826253.063130602,283108.167079935,34744.3847243162,21691.2060294416,54073.0820300008,5153.14365279813,"adstockedMedia","2_233_2"
"669",2017-09-18,552285.724963883,96513.4426714526,4328.22057691457,6107.88137475006,59358.6806690508,16536.1421921731,"adstockedMedia","2_233_2"
"670",2017-09-25,996638.728851809,303959.06959542,539.180460700917,77589.8992083066,69439.657474878,26300.3291578153,"adstockedMedia","2_233_2"
"671",2017-10-02,1500958.65241658,213052.652954938,67.1674569342059,21848.0198657423,69301.3543329542,32634.2174156733,"adstockedMedia","2_233_2"
"672",2017-10-09,1338057.1843656,686199.055539848,138795.367267733,166609.209963246,74273.0694595081,19334.6203185187,"adstockedMedia","2_233_2"
"673",2017-10-16,894386.859288022,233929.786947301,17290.1885975314,172625.593003931,72089.852818214,46262.7605143679,"adstockedMedia","2_233_2"
"674",2017-10-23,930531.653259018,166169.208306929,2153.89481380555,190564.875290022,74143.3553233231,40511.5556346398,"adstockedMedia","2_233_2"
"675",2017-10-30,656827.028734699,56648.1798286068,268.317655574954,211861.446891202,78663.324513252,9561.36971941664,"adstockedMedia","2_233_2"
"676",2017-11-06,597655.236200905,616544.738381559,172832.758533037,166241.09406307,89787.7196841734,27078.795587038,"adstockedMedia","2_233_2"
"677",2017-11-13,399485.908291881,210184.170509547,21530.3367085981,274813.771264915,18362.8097884012,22618.3453278778,"adstockedMedia","2_233_2"
"678",2017-11-20,681230.169792276,269100.17094223,12777.7704687477,175781.89325581,3755.44433594116,22088.4882185697,"adstockedMedia","2_233_2"
"679",2017-11-27,455349.232552893,91738.0243353344,73605.1016006015,123411.042823172,113368.039440743,44092.8926199083,"adstockedMedia","2_233_2"
"680",2017-12-04,521292.04472147,195978.097966876,9169.22598691612,84444.5246331459,118685.305870968,21373.7969189635,"adstockedMedia","2_233_2"
"681",2017-12-11,348443.071116814,66810.2270523546,1142.24018948234,114689.005111196,107672.759170773,40322.9944046935,"adstockedMedia","2_233_2"
"682",2017-12-18,711024.914482043,194979.047349646,142.292561262029,62650.8392829531,109520.543599948,48040.9705214833,"adstockedMedia","2_233_2"
"683",2017-12-25,1153382.59538792,66469.6441032069,112776.059178717,234437.870259513,97998.4406455823,63229.7892902955,"adstockedMedia","2_233_2"
"684",2018-01-01,770946.301174382,22659.9403744343,53736.5457529913,194450.11689073,99942.0138908144,85128.0698312837,"adstockedMedia","2_233_2"
"685",2018-01-08,515317.468523583,15125.9232292511,6694.13561085836,218943.214306293,101739.50105206,84639.3676716617,"adstockedMedia","2_233_2"
"686",2018-01-15,637618.83294547,5156.52705994502,116938.910162044,61650.7527969731,96407.1116223607,20448.3147176851,"adstockedMedia","2_233_2"
"687",2018-01-22,426198.455555077,108278.894107814,159673.125587622,17359.8224200559,88916.5654634908,12169.0563277295,"adstockedMedia","2_233_2"
"688",2018-01-29,473649.424059036,36912.9896420549,19890.9985953769,4888.23608445333,85384.6469025742,14978.5628096238,"adstockedMedia","2_233_2"
"689",2018-02-05,316597.695328389,12583.8817947081,38078.8861418616,15565.8560854277,97062.3215227743,57881.3042250834,"adstockedMedia","2_233_2"
"690",2018-02-12,280359.964706792,105887.928357436,4743.61022228279,4383.08512385983,19850.5647989801,26277.3768691167,"adstockedMedia","2_233_2"
"691",2018-02-19,187398.768329243,36097.893637377,47926.5935613536,1234.20357335736,4059.71046907269,22523.144758305,"adstockedMedia","2_233_2"
"692",2018-02-26,217932.25952417,117627.01018708,80991.371042101,347.531115057757,56430.2660029877,22000.5254919963,"adstockedMedia","2_233_2"
"693",2018-03-05,145670.716775664,40099.8241110428,10089.3575027567,97.8589582306429,66740.7568492286,20691.4435232205,"adstockedMedia","2_233_2"
"694",2018-03-12,495771.411848623,183553.294698294,154907.863953637,27.5554483931466,66749.3924499604,11168.9376106955,"adstockedMedia","2_233_2"
"695",2018-03-19,331384.51865068,62574.5296143933,19297.3745141837,7.75915409152191,58351.1585477542,14305.7586572214,"adstockedMedia","2_233_2"
"696",2018-03-26,369583.502725525,174923.070137442,24822.603133392,2.18484821429924,59433.605498772,25609.3817861793,"adstockedMedia","2_233_2"
"697",2018-04-02,247037.744058801,59632.4291021169,3092.23209756079,0.615216770181488,53554.9806215337,13609.1397428493,"adstockedMedia","2_233_2"
"698",2018-04-09,165125.462959272,41437.0886549437,385.209371225144,0.173234768363045,55752.7218848401,42945.6303905101,"adstockedMedia","2_233_2"
"699",2018-04-16,110373.492202162,14126.1770072554,47.986779451879,63397.8631315571,48702.1898624674,26717.5135813702,"adstockedMedia","2_233_2"
"700",2018-04-23,73776.0704047538,301728.706974542,5.97786859348599,17851.7795135322,37660.2601766567,5702.77477420665,"adstockedMedia","2_233_2"
"701",2018-04-30,49313.5485320863,102861.307617087,0.744682458984792,389044.681959973,31502.0353856647,7513.43290056675,"adstockedMedia","2_233_2"
"702",2018-05-07,32962.2607369142,146955.098651295,0.0927675066869027,109548.48539374,41842.5946640497,1222.52106992997,"adstockedMedia","2_233_2"
"703",2018-05-14,22032.7002462897,50097.9630338777,51027.3448896822,422060.447306576,8557.37966808559,19546.8771851768,"adstockedMedia","2_233_2"
"704",2018-05-21,21830.4415640254,66369.7262448049,6356.64168150515,118845.173552062,1750.10052248699,21723.6283643248,"adstockedMedia","2_233_2"
"705",2018-05-28,14591.947411109,22625.8777170472,32332.5341164508,63736.0936655036,35157.9193582157,31148.5508995796,"adstockedMedia","2_233_2"
"706",2018-06-04,9753.5786724283,7713.31104453433,4027.76853229682,17947.0195834416,42590.2726564584,30408.1379187886,"adstockedMedia","2_233_2"
"707",2018-06-11,68879.6065633819,2629.51864293465,41186.7521760383,5053.58099947011,42710.2899859539,11287.1842237798,"adstockedMedia","2_233_2"
"708",2018-06-18,46040.6443783088,33639.4202601995,5130.76716364614,1423.00401464809,49334.8351620714,24695.805178302,"adstockedMedia","2_233_2"
"709",2018-06-25,30774.5795966379,11467.9003868757,78520.156289261,113108.97632271,48789.6447444018,19922.6159319208,"adstockedMedia","2_233_2"
"710",2018-07-02,130235.006043144,319099.482930028,9781.51027425962,31849.5988125705,39478.1458893987,17019.6085426837,"adstockedMedia","2_233_2"
"711",2018-07-09,87051.9432093704,108783.119787434,87377.8477602911,251362.379151795,46973.8177371661,17164.7601497658,"adstockedMedia","2_233_2"
"712",2018-07-16,124605.833983894,148680.883504127,10884.9415997262,70779.4482174135,48206.7845711717,11052.0027164287,"adstockedMedia","2_233_2"
"713",2018-07-23,156255.980763182,50686.294480388,40150.9724422887,19930.3106012384,61758.9430570748,23789.8679552847,"adstockedMedia","2_233_2"
"714",2018-07-30,104444.935173688,17279.2923179078,5001.73672628661,5612.0426291217,70730.5437767974,11731.9996039017,"adstockedMedia","2_233_2"
"715",2018-08-06,167624.492458667,179467.624794504,54624.0825496205,1580.25748324876,80265.3581377504,60711.6448195475,"adstockedMedia","2_233_2"
"716",2018-08-13,112043.898498207,61181.6977787701,6804.69894523369,133967.485749659,16415.3573480406,26613.5931698501,"adstockedMedia","2_233_2"
"717",2018-08-20,536616.006721969,220417.244571988,847.683394832343,37723.0067300919,3357.16382653424,22563.0839094799,"adstockedMedia","2_233_2"
"718",2018-08-27,358685.944445112,75141.6934284049,105.598666988464,145876.364368604,65086.5856599543,50700.2698657613,"adstockedMedia","2_233_2"
"719",2018-09-03,327214.17635789,153516.29922492,5806.48810141976,41076.3480709141,86311.0919450256,76877.6875923673,"adstockedMedia","2_233_2"
"720",2018-09-10,218717.154189494,52334.7196133501,4743.33303581531,11566.4136417566,96451.7921336082,55357.3043529817,"adstockedMedia","2_233_2"
"721",2018-09-17,146195.35763765,104317.25132534,73228.8923646706,105343.742169792,89925.7032356959,81570.8969519559,"adstockedMedia","2_233_2"
"722",2018-09-24,104379.693342873,90537.4394706673,9122.36038347827,29663.0385545191,100091.029301264,10736.8109274677,"adstockedMedia","2_233_2"
"723",2018-10-01,1245045.48338363,80040.810662651,21374.7353227508,35857.9623495075,113069.976730107,35744.4263069144,"adstockedMedia","2_233_2"
"724",2018-10-08,832215.792094253,27286.4406242481,22086.3866999642,70572.3883128595,109324.34799299,26478.0821882197,"adstockedMedia","2_233_2"
"725",2018-10-15,889942.744183225,127628.127699314,10544.7060844408,93149.6049769341,118058.315975699,52554.3327070427,"adstockedMedia","2_233_2"
"726",2018-10-22,594857.308952439,43509.2710783391,1313.5882017865,26229.3731631015,125344.531210128,55817.9318099862,"adstockedMedia","2_233_2"
"727",2018-10-29,587290.512164607,14832.5976717949,16124.6379383223,245340.038214204,129134.661318096,48906.6149106049,"adstockedMedia","2_233_2"
"728",2018-11-05,392557.898722091,277666.53044146,12925.031725137,69083.6575824815,131809.794470944,31141.6192305615,"adstockedMedia","2_233_2"
"729",2018-11-12,692526.235779618,94658.3528265945,1610.11307910311,281307.050150183,26956.8955825129,23100.9683516332,"adstockedMedia","2_233_2"
"730",2018-11-19,462899.771572284,120494.657223715,200.577003030251,79211.3674945541,5513.05176040382,22145.8190316927,"adstockedMedia","2_233_2"
"731",2018-11-26,710851.391113889,41077.423912302,113495.986527137,232412.451461964,121127.494062507,2931.70295006573,"adstockedMedia","2_233_2"
"732",2018-12-03,475148.708551128,114426.564922702,14138.5627686818,65443.4650437497,129672.219869702,35180.2571400235,"adstockedMedia","2_233_2"
"733",2018-12-10,317599.850067162,39008.7711974775,48881.2865730381,18427.7868504537,144819.732505544,72971.0645046762,"adstockedMedia","2_233_2"
"734",2018-12-17,212290.726981593,42105.34755911,6089.30024377185,5188.95703304736,146217.604845746,45867.2364010637,"adstockedMedia","2_233_2"
"735",2018-12-24,1327249.09231049,14353.9908781945,56648.2305273661,273501.345824925,158503.488750381,86313.5713054442,"adstockedMedia","2_233_2"
"736",2018-12-31,1272511.79278036,4893.37022671629,7056.85361706091,77013.4115118235,141116.1190969,64264.1934510523,"adstockedMedia","2_233_2"
"737",2019-01-07,850574.877553835,2286.18220653108,7656.095119283,65960.1338915754,156560.165534536,103869.94675326,"adstockedMedia","2_233_2"
"738",2019-01-14,655422.76080429,779.374603009009,6467.0779080906,18573.2721696317,154218.683070064,92965.7161683171,"adstockedMedia","2_233_2"
"739",2019-01-21,438098.992622325,51406.6939460382,22707.29151501,91074.9893509679,135139.818061918,11672.4020719202,"adstockedMedia","2_233_2"
"740",2019-01-28,530408.0048466,17524.8812503844,2828.7208756493,25645.1960489104,141637.930695188,21370.5652257435,"adstockedMedia","2_233_2"
"741",2019-02-04,354536.379415574,5974.34768247231,32392.7162578686,7221.25893259915,133366.883103023,58274.6105116943,"adstockedMedia","2_233_2"
"742",2019-02-11,332401.215801717,2036.69455564952,12974.5989499767,65342.7448998551,27275.3413841785,26324.0977425685,"adstockedMedia","2_233_2"
"743",2019-02-18,222184.285468615,694.322616204987,5378.95449556586,18399.4257399594,5578.17825770732,22528.6947331984,"adstockedMedia","2_233_2"
"744",2019-02-25,284420.064461503,58142.6991623935,5513.74045599188,5180.9710179627,92540.8133169255,48919.1847737914,"adstockedMedia","2_233_2"
"745",2019-03-04,190112.628327486,19821.2298862744,686.864513121985,1458.8749164423,93525.8548783724,42790.1124052379,"adstockedMedia","2_233_2"
"746",2019-03-11,168252.863251915,6757.1880883482,85.5649378406282,410.794813259046,86927.3092742535,29073.0395921238,"adstockedMedia","2_233_2"
"747",2019-03-18,112463.915360572,2303.57001675929,10.6591015372057,183737.946485956,71477.816957991,19499.5878268004,"adstockedMedia","2_233_2"
"748",2019-03-25,101298.755233144,11595.3022222754,1.32783881397869,51737.537306739,74418.1856662198,31296.357012925,"adstockedMedia","2_233_2"
"749",2019-04-01,67710.3165704486,3952.91505656833,0.165413183255083,113828.089959226,74319.531056067,11170.6958143832,"adstockedMedia","2_233_2"
"750",2019-04-08,404432.665222652,5204.57483202352,0.0206060561767994,32052.0892034157,71099.3548465881,38833.9675143254,"adstockedMedia","2_233_2"
"751",2019-04-15,270331.690953456,1774.27391043071,22471.6692336299,9025.33304979217,62540.7850173532,48331.0889427251,"adstockedMedia","2_233_2"
"752",2019-04-22,217283.649530491,604.861686273638,2799.36864464159,50449.3009122416,59790.441090725,6908.25247206076,"adstockedMedia","2_233_2"
"753",2019-04-29,145237.17158647,206.201340937812,93843.0597553507,89599.404291005,54427.9583530521,2366.63165656872,"adstockedMedia","2_233_2"
"754",2019-05-06,124798.920706171,70.2953980545505,11690.3340052376,25229.6959382954,65731.2577034328,35142.1322928154,"adstockedMedia","2_233_2"
"755",2019-05-13,83418.3441762604,23.9641651464234,17384.3027837146,200756.012909093,13442.9361454568,23576.189498324,"adstockedMedia","2_233_2"
"756",2019-05-20,275061.556450984,10825.1695420619,30587.2855895751,56529.5406097849,2749.26326567749,22202.2705754692,"adstockedMedia","2_233_2"
"757",2019-05-27,183857.19568608,10567.3717430079,3810.35726869867,15917.7745923873,39662.2617278115,23637.4088317735,"adstockedMedia","2_233_2"
"758",2019-06-03,122894.194454881,3602.48677184489,10914.0018838526,4482.17949838056,54611.4719300969,22710.8889769968,"adstockedMedia","2_233_2"
"759",2019-06-10,82145.1832459204,1228.11151693462,1359.59257603763,2747.96504939231,42268.7887257231,10728.8276371219,"adstockedMedia","2_233_2"
"760",2019-06-17,54907.6476756046,418.671321659023,169.368852276954,773.78106689255,44744.542149937,21447.4779714551,"adstockedMedia","2_233_2"
"761",2019-06-24,82905.0796746229,142.727816784284,21.0988266832215,217.883826293125,46150.8673954354,29485.746980603,"adstockedMedia","2_233_2"
"762",2019-07-01,55415.5791662708,48.6568547453531,2.62834920012735,61.3524468242449,57338.4800341631,12215.6133581132,"adstockedMedia","2_233_2"
"763",2019-07-08,76568.6922574771,16.5874429179322,0.327421975711273,17.2758244398454,57726.4989703148,18835.0933215909,"adstockedMedia","2_233_2"
"764",2019-07-15,51180.1984161273,124627.654768768,0.0407880163615546,4.86458365599232,69705.8541198154,6390.42167742645,"adstockedMedia","2_233_2"
"765",2019-07-22,124581.270585705,42486.3900531944,0.00508109535133187,85805.6103108194,78155.7951671183,26620.1185105826,"adstockedMedia","2_233_2"
"766",2019-07-29,83272.8620474379,86544.8907793083,0.000632968510664349,24161.4269098345,87383.92303049,4982.20520887803,"adstockedMedia","2_233_2"
"767",2019-08-05,153236.212995473,29503.7244629454,7.88509381914325e-05,468815.196562207,98971.2006810884,41064.8364058729,"adstockedMedia","2_233_2"
"768",2019-08-12,102426.45596286,73708.0143939995,9.82271684754649e-06,132010.530138135,20240.9565476118,24279.7478160493,"adstockedMedia","2_233_2"
"769",2019-08-19,68464.0965476066,25127.5485798094,24152.0000012236,329519.495042759,4139.55089099567,22285.8463032097,"adstockedMedia","2_233_2"
"770",2019-08-26,45762.9083425443,80795.1471526777,3008.69289263243,92787.1868284738,98246.5944551007,50730.3367966506,"adstockedMedia","2_233_2"
"771",2019-09-02,32287.0347201401,27543.598912319,103358.469288467,147266.081806377,116092.764719753,40087.259244591,"adstockedMedia","2_233_2"
"772",2019-09-09,391089.864321706,17348.7946569624,12875.6994007049,41467.6692931097,126942.54924679,36086.9675300279,"adstockedMedia","2_233_2"
"773",2019-09-16,261413.069289643,27405.3186006032,111136.300924945,51603.1247459873,146661.477739638,74703.7726772404,"adstockedMedia","2_233_2"
"774",2019-09-23,383361.346600722,9342.6539860484,13844.6090878354,14530.5781562868,145694.266793853,59779.064891518,"adstockedMedia","2_233_2"
"775",2019-09-30,256247.158017548,62163.9724053602,148791.667810605,4091.56814815514,139896.459001371,86529.1581074167,"adstockedMedia","2_233_2"
"776",2019-10-07,315760.837856405,21192.1084752052,18535.4601441708,416945.927589845,143710.728457623,68562.8030180379,"adstockedMedia","2_233_2"
"777",2019-10-14,211061.490761654,67657.5296471134,156032.688991717,117405.01021231,141490.798435491,36301.5787986529,"adstockedMedia","2_233_2"
"778",2019-10-21,295995.743777886,23064.8983963966,19437.4976136106,166683.865735653,132636.792554917,14956.2663605709,"adstockedMedia","2_233_2"
"779",2019-10-28,219832.567047502,21956.976091661,19897.3920552197,46935.3929706021,141826.027937859,11373.6556287855,"adstockedMedia","2_233_2"
"780",2019-11-04,169393.924131026,7485.27806568945,26530.0159292023,13216.2228394589,163105.351547272,91540.0771208262,"adstockedMedia","2_233_2"
"781",2019-11-11,113226.625555508,2551.78069542877,3304.93004155234,369912.227010568,33357.2626241982,30275.7041843406,"adstockedMedia","2_233_2"
"782",2016-01-04,0.0329262015099977,0.397601582315846,0.0488045017533303,0.43183012793012,0.304785458522962,0.112697983896322,"saturatedMedia","2_233_2"
"783",2016-01-11,0.0135870200396549,0.213901725933059,0.915749987122813,0.453306295035166,0.320434193171557,0.0614817333421243,"saturatedMedia","2_233_2"
"784",2016-01-18,0.0044465664903107,0.100863960294787,0.0210848429676162,0.427172055736291,0.287576066580759,0.0595455228541661,"saturatedMedia","2_233_2"
"785",2016-01-25,0.00144619370380769,0.0442027755367754,0.55179233686217,0.376095882928097,0.28008009930314,0.0366057752951088,"saturatedMedia","2_233_2"
"786",2016-02-01,0.0055574297094303,0.13656996084578,0.00243364123195503,0.0932823300008076,0.267696012979235,0.0154925932421231,"saturatedMedia","2_233_2"
"787",2016-02-08,0.00180885087564097,0.0612162548950912,0.0874580872573831,0.334208337357774,0.263083303539782,0.0166038900329426,"saturatedMedia","2_233_2"
"788",2016-02-15,0.0908674802679976,0.0261790259716811,0.0224360785681702,0.216273504298585,0.111882767883596,0.0514440051755504,"saturatedMedia","2_233_2"
"789",2016-02-22,0.0313923596802538,0.0109612686865567,4.54779006622206e-05,0.0449778617439598,0.0425619580674402,0.0568210453817694,"saturatedMedia","2_233_2"
"790",2016-02-29,0.0849518736914965,0.00454821429407255,9.01235921323417e-08,0.222364787977292,0.216938726571788,0.000856801683301675,"saturatedMedia","2_233_2"
"791",2016-03-07,0.0292242075006115,0.00188008106650853,0.778756999323902,0.0465310887497521,0.258699927513667,0.00762808580326412,"saturatedMedia","2_233_2"
"792",2016-03-14,0.0336715546023284,0.132454737865747,0.00692679064036189,0.00826001958614421,0.24878915982805,0.00389691635625498,"saturatedMedia","2_233_2"
"793",2016-03-21,0.0111725853588564,0.0592159197690244,1.3821754201838e-05,0.00141942662355783,0.243409272115241,0.00683306733900183,"saturatedMedia","2_233_2"
"794",2016-03-28,0.00365039377460918,0.184786344711127,0.664001556515821,0.503524801807278,0.252031093707059,0.0130400741179072,"saturatedMedia","2_233_2"
"795",2016-04-04,0.00118660752256759,0.0854620534358929,0.00390079205418235,0.149551238131059,0.227388358084514,0.0124524521597985,"saturatedMedia","2_233_2"
"796",2016-04-11,0.000385079366787205,0.190777740763779,7.76006228348042e-06,0.029137101236279,0.220029234684112,0.00161481017170437,"saturatedMedia","2_233_2"
